description,title,job
"b'<p></p><div><p>Grainger is a broad line, business-to-business distributor of maintenance, repair and operating (MRO) supplies and other related products and services. More than 3.2 million businesses and institutions worldwide rely on Grainger for products such as safety gloves, ladders, motors and janitorial supplies, along with services like inventory management and technical support. These customers represent a broad collection of industries including commercial, government, healthcare and manufacturing. They place orders online, on mobile devices, through sales representatives, over the phone and at local branches. Approximately 5,000 suppliers provide Grainger with more than 1.6 million products stocked in Grainger\xe2\x80\x99s distribution centers and branches worldwide.</p><br/>\n<p></p>\n<p><b>Primary Function</b></p>\n<p>Data Science application areas span across Recommender Systems, Inventory optimization Solutions, Search etc. Projects often encompass research, problem solving, model development, testing, scaling and implementing in production.</p>\n<p>Data Scientists are expected to execute specific tasks using statistical and /or machine Learning algorithms with appropriate levels of guidance and supervision. While predictive modeling and machine learning is an important aspect of the role, a Data Scientist is expected to think about data in the context of practical business questions, presenting insights and recommendations to stakeholders. Data cleaning, aggregation and visualization are also important skills that will contribute to a successful data science project.</p><br/>\n<p></p>\n<p><b>Primary Duties and Responsibilities</b></p>\n<ul><li>Work with data sets of varying degrees of size and complexity, including both structured and unstructured data</li></ul>\n<ul><li>Transform data into actionable insights and recommendations. Present clear and concise results. This includes processing, cleansing, and verifying the integrity of data used for analysis</li></ul>\n<ul><li>Create algorithms and processes for real-time personalization and other predictive models</li></ul>\n<ul><li>Conduct analysis of text data to understand the relationship between Grainger\xe2\x80\x99s product; assortment and user search queries, industries, and job functions</li></ul>\n<ul><li>Design, validate and evaluate solutions using R, Python, SQL and other programming tools</li></ul><br/>\n<p></p>\n<p><b>Preferred Education &amp; Experience\n</b></p><ul><li>Masters in full time Data Science / Advanced Analytics program</li></ul>\n<ul><li>Prior experience in data science / analytics / data engineering</li></ul>\n<ul><li>Expert level usage of SQL</li></ul>\n<ul><li>Proficient in coding (Python and R) and programming concepts</li></ul>\n<ul><li>Capable of thinking through complex business problems and solve them by analyzing on large amounts of data</li></ul>\n<ul><li>Ability to mine and explore data to derive insights and business value from data</li></ul>\n<ul><li>Ability to develop analytical solutions by using and applying appropriate methodology \xe2\x80\x93 including, but not limited to, regression, forecasting, clustering, decision trees, machine learning, text mining</li></ul>\n<ul><li>Strong analytical and problem-solving skills</li></ul></div><p></p>'",Data Scientist,Data Scientist
"b""<div>McLean 1 (19050), United States of America, McLean, Virginia<p></p><p>\nAt Capital One, we\xe2\x80\x99re building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.<br/>\n<br/>\nGuided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.</p><p></p><p>\nData Scientist</p><p></p><p>\nAt Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.</p><p></p><p>\nOn the Enterprise Modeling Risk Team, you\xe2\x80\x99ll be part of a group applying existing techniques to new challenges related to using machine learning in an enterprise environment. Our small team has an outsized impact because we focus not just on solving tough customer-facing issues or machine learning challenges, but on building reusable components, like shared software libraries, training modules, and enabling tools and platforms.</p><p></p><p>\nAs a Data Scientist on our team, you\xe2\x80\x99ll have an opportunity to leverage the latest visualization frameworks, libraries, tools and techniques to bring new levels of insights to our Model Developers, Executives and 2nd and 3rd lines of defense.</p><p></p><p>\nOn any given day you\xe2\x80\x99ll be:</p><ul><li>Developing a meaningful, extensible design language that succinctly communicates complex interactions and experiences</li><li>Building static, dynamic, or interactive visualizations and data-driven products that communicate the patterns of machine learning dependencies</li><li>Building a working knowledge of a domain and abstracting the relevant tasks, and encoding information in appropriate visual forms</li><li>Building visual representations that help people carry out analytic and decision-making tasks more effectively</li><li>Exploring and evaluating the next generation of tools and techniques that help us move faster, tell richer stories, and make complex things a bit simpler</li><li>Leading our analysts into the new wave of visualization technologies by sharing and building inspirational examples</li><li>Sharing demos of your latest work with executives, peers, and curious onlookers inside and outside Capital One</li></ul><p></p><p>\nThe Ideal Candidate will be:</p><ul><li>Curious. You ask why, you explore, you're not afraid to blurt out your crazy idea. You probably have an incredible list of credentials and an impressive GPA, or perhaps you dropped out of college, taught yourself and are an open source contributor.</li><li>Wrangler. You know how to move data around, from a database or an API, parsing and cleaning it as needed, and have a suite of techniques you could use to render it in a useful, visual way. You probably know Python, Java, and Processing, or think every problem can be solved in Javascript.</li><li>Experimenter. You have a bias toward action, you try things, and sometimes you fail. Expect to tell us what you\xe2\x80\x99ve shipped and what\xe2\x80\x99s flopped.</li><li>Fearless. Big, undefined problems and petabytes don't frighten you. You can work at a tiny crack until you've broken open the whole nut.</li></ul><p></p><p>\nTwenty-five years after Capital One was started it\xe2\x80\x99s still led by its founder. Be ready to join a community of the smartest people you\xe2\x80\x99ve ever met, who see the customer first, and want to use their data skills to make a difference.</p><p></p><p>\nBasic Qualifications:</p><ul><li>Bachelor\xe2\x80\x99s Degree plus 4 years of experience in data analytics, or Master\xe2\x80\x99s Degree plus 2 years of experience in data analytics, or PhD</li><li>At least 2 years\xe2\x80\x99 experience in open source programming languages for large scale data analysis</li><li>At least 2 years\xe2\x80\x99 experience with machine learning</li><li>At least 2 years\xe2\x80\x99 experience with relational databases</li></ul><p></p><p>\nPreferred Qualifications:</p><ul><li>PhD in \xe2\x80\x9cSTEM\xe2\x80\x9d field (Science, Technology, Engineering, or Mathematics)</li><li>At least 4 years\xe2\x80\x99 experience in open source programming languages for large scale visualization of numerical and textual data</li><li>At least 4 years\xe2\x80\x99 experience contributing to statistical visualization libraries</li><li>At least 4 years\xe2\x80\x99 experience working with data streams</li></ul><p></p><p>\nCapital One will consider sponsoring a new qualified applicant for employment authorization for this position.</p></div><p></p>""",Data Scientist,Data Scientist
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Contract</div></div><div>Job Description<br/>\n<br/>\n<p><b>Title : Data Scientist (Forecasting)</b></p><p><b>\nLocation : Redmond, WA</b></p><p><b>\nNature of employment : Full time permanent </b><b>OR</b><b> contract is also fine</b></p><p><b>\nResponsibilities:</b></p><ul><li>\nApply statistical or machine learning knowledge to specific business problems and data.</li><li>\nSupporting decision making by providing requirements to develop analytic capabilities, platforms, pipelines and metrics then using them to analyze trends and find root causes and forecast inaccuracies.</li><li>\nImprove upon existing methodologies by deploying data sources, testing model enhancements, and fine-tuning model parameters.</li><li>\nBuild decision-making models and propose solutions for business problems.</li></ul><p><b>\nRequired Qualifications:</b></p><ul><li>\n5+ years of experience in data science.</li><li>\nExperience in Demand Planning, Forecasting, and Time Series.</li><li>\nExperience with statistical methodologies such as segmentation, multivariate analysis, discrete choice modeling, and/or experimental design.</li><li>\nSolid foundation of statistical modeling and machine learning algorithms (classification, regression, clustering, etc) and experimental design ( A/B testing, etc.).</li><li>\nExtensive experience working in prediction, forecasting and/or automation.</li><li>\nExcellent quantitative modeling, statistical analysis, text mining, and data mining.</li><li>\nHands on experience in R and/or Python.</li><li>\nExperience articulating business questions and using quantitate techniques to arrive at a solution using available data.</li><li>\nExcellent verbal and written communication skills with the ability to effectively advocate technical solutions.</li><li>\nKnowledge of at least one visualization tool \xe2\x80\x93 Power BI/Tableau.</li><li>\nWork collaboratively with team as well as independently.</li></ul></div><p></p>\n<br/>\n<div>Qualifications<br/>\n<br/>\n<p>Data Scientist, Forecasting</p><br/>\nAdditional Information<br/>\n<br/>\n<p>All your information will be kept confidential according to EEO guidelines.</p></div>'",Data Scientist (Forecasting),Data Scientist
"b'<p></p><div><div><div><b>Agency and Job Overview</b><br/>\n</div><div></div><br/>\n<div>We are OMD, an award-winning, integrated, communications agency. Fueled by data and driven by creativity, OMD provides its clients innovative, actionable media &amp; communication strategies to accelerate their business.\n</div><div></div><div>As a Senior member of OMD\xe2\x80\x99s Marketing Sciences team, you will be responsible for delivering on this vision and shaping the strategic direction of our clients. The ideal candidate is someone who can explore, analyze and visualize dynamic datasets, while having technical expertise in building statistical models (supervised and unsupervised). The Supervisor will work closely with the Marketing Sciences Director to manage resources, implement process improvements and mentor junior members of the team.\n</div><div></div><div><b>Areas of Responsibility:</b>\n</div><div></div><ul><li>Exploration and experimentation with large number of datasets to draw insights and search for stories\n</li></ul><ul><li>Predictive and descriptive analysis based on OMD and OMG data\n</li></ul><ul><li>Maintain data pipelines and visualization outputs\n</li></ul><ul><li>Understand and participate in measurement planning, development and execution\n</li></ul><ul><li>Ensuring timely follow-through on all scheduled and ad hoc deliverables\n</li></ul><ul><li>Present analytic outputs to clients when appropriate\n</li></ul><ul><li>Generating and communicating clear, compelling and actionable insights through advanced analytic techniques\n</li></ul><ul><li>Actively work with OMD marketing science an agency teams to anticipate client needs and develop appropriate solutions</li></ul><br/>\n<div></div><div>\n</div></div><div><div><b>\nAgency and Job Overview</b><br/>\n</div><div></div><br/>\n<div>We are OMD, an award-winning, integrated, communications agency. Fueled by data and driven by creativity, OMD provides its clients innovative, actionable media &amp; communication strategies to accelerate their business.\n</div><div></div><div>As a Senior member of OMD\xe2\x80\x99s Marketing Sciences team, you will be responsible for delivering on this vision and shaping the strategic direction of our clients. The ideal candidate is someone who can explore, analyze and visualize dynamic datasets, while having technical expertise in building statistical models (supervised and unsupervised). The Supervisor will work closely with the Marketing Sciences Director to manage resources, implement process improvements and mentor junior members of the team.\n</div><div></div><div><b>Areas of Responsibility:</b>\n</div><div></div><ul><li>Exploration and experimentation with large number of datasets to draw insights and search for stories\n</li></ul><ul><li>Predictive and descriptive analysis based on OMD and OMG data\n</li></ul><ul><li>Maintain data pipelines and visualization outputs\n</li></ul><ul><li>Understand and participate in measurement planning, development and execution\n</li></ul><ul><li>Ensuring timely follow-through on all scheduled and ad hoc deliverables\n</li></ul><ul><li>Present analytic outputs to clients when appropriate\n</li></ul><ul><li>Generating and communicating clear, compelling and actionable insights through advanced analytic techniques\n</li></ul><ul><li>Actively work with OMD marketing science an agency teams to anticipate client needs and develop appropriate solutions</li></ul></div></div>'",Data Scientist,Data Scientist
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Internship</div></div>About the role\n<br/>Data Scientist Internship\n<br/>Gap Inc. Technology is looking for exceptional talent with fresh ideas, cutting-edge skills, and a passion for technology. We\xe2\x80\x99re not your average IT shop, and this isn\xe2\x80\x99t your average internship. In your 10 weeks with Gap Inc. you\xe2\x80\x99ll have a voice in the room, be pushed to take risks, and play a critical role in innovative projects that are transforming retail technology. Ready to get started?\n<br/>What\xe2\x80\x99s In It for You?\n<br/><br/>\nAs a Gap Inc. Intern, you will gain valuable work experience in a fast paced and innovative environment, here in beautiful San Francisco. By the end of the 10 weeks you will have completed business critical projects, which you will present to your senior leadership team. Don\xe2\x80\x99t expect to be running around getting coffee. Many intern\xe2\x80\x99s projects have been implemented by the business and are currently driving incredible results for the company. Here at Gap Inc., we like to reward success. You are invited to participate in events, such as Giants games, happy hours, ping-pong tournaments, bowling nights, volunteering events in the community, etc.\n<br/>Here\xe2\x80\x99s what you will do all summer!\n<br/><ul>\n<li>Work alongside our Customer Data &amp; Analytics team and fellow interns on customer segmentation and descriptive analysis projects</li>\n<li>Use the latest technologies, tools, and technologies in the field- harnessing vast pools of information available in our brands\xe2\x80\x99 data systems</li>\n<li>Develop data product tools, such as dashboards and mapping tools</li>\n<li>Apply analytical and data science methods (regression, clustering, classification, text analysis) to real world datasets to solve ongoing business problems</li>\n<li>Present results of analysis to team members, business partners, and Gap executives</li>\n<li>Meet Sr. Data Scientists, advanced analytics experts, and Product Managers to understand the role that analytics play in a 16 billion-dollar global organization Who you are</li>\n</ul>\nHere\xe2\x80\x99s what you need to get the work done\n<br/><ul>\n<li>Undergraduate, graduate, or PhD student with one year or less left to graduate in Data Science, Statistics, Mathematics, Computer Science, Machine Learning, Management Information Systems, Information Systems, Information Technology, Integrated Systems Engineering, or related degree with a GPA of 3.0 or above</li>\n<li>Statistical and data analysis skills</li>\n<li>Languages: Python, SAS, SQL, or R. Combinations of these skills are very useful.</li>\n<li>Data visualization using tools, such as Tableau or D3</li>\n<li>Basic statistical modeling skills (regression, logistic regression, clustering)</li>\n<li>An ability to think abstractly and work cross functionally</li>\n<li>Strong communication and presentation skills</li>\n<li>A desire to evolve excellent problem solving skills; meticulous and methodical</li>\n</ul>\n'",Associate Data Scientist Internship - Customer Data & Analytics,Data Scientist
"b""<div>Expedia<p></p><ul><li>\nDo you wish for the opportunity to transform volumes of untapped data into an ocean of business value?</li><li>\nAre you someone who dreams of numbers and generates algorithms in your sleep?</li><li>\nAre you looking to join a team of friendly and often hilarious data science professionals?</li></ul><p></p><p>\nIf you answered yes to these questions, you\xe2\x80\x99ve found the right place.</p><p>\nWe are looking for a Data Scientist to utilize our wealth of data and harvest insights that help us understand who our customers are and how we can best serve them. You will have opportunities to build and optimize models, while bringing machine learning use cases to life.</p><p>\nAt CarRentals, the mission of our data scientists is to improve the customer experience through automated decision-making at scale. We solve a variety of challenging business issues through analytical rigor and hypothesis driven testing and decision-making.</p><p></p><p><b>\nWhat you'll do:</b></p><p><b>\nYou will build best in class models</b></p><ul><li>\nDetermine the best methodologies, techniques, and tools to solve difficult business problems at scale using automation</li><li>\nOwn and apply statistical concepts to design tests and identify A/B and multivariate test winners.</li><li>\nDevelop techniques to build segments/audiences which can be used for targeting and improved customer profitability.</li><li>\nExplore and enhance your passion for data science and deep analysis through continuous learning.</li></ul><p></p><p><b>\nYou will team up with all areas of the business</b></p><ul><li>\nBuild relationships with marketing, product, pricing, and others to merge their business context with your modeling prowess and bring our data to life.</li><li>\nPartner with analysts, data engineers, and developers to train, deploy, and test scalable and efficient models.</li><li>\nNetwork with your data scientist peers across Expedia Group as you seek out the most appropriate methods and approaches to accelerate our and your learning.</li></ul><p></p><p><b>\nYou will have a customer centric approach</b></p><ul><li>\nDevelop a deep understanding of our customer through analysis of all aspects of the customer journey.</li><li>\nDiscover new approaches to address the needs of global travelers in an automated and scalable way.</li><li>\nCreate compelling narratives that clarify your approach and bring transparency the customer experience.</li></ul><p></p><p><b>\nWhat We Can Offer You:</b></p><ul><li>\nYou will take on challenging data science problems in a business led by truly data driven leaders.</li><li>\nYou will be surrounded by peers that love to test and learn.</li><li>\nYou will experiment with tons of data every single day.</li><li>\nYou will join an interesting industry that impacts millions of travelers around the world.</li><li>\nYou will participate in an environment that encourages innovation, collaboration, thought leadership, and fun.</li><li>\nYou will continually grow and improve through conference attendance, skillset expansion, classes, etc.</li></ul><p></p><p><b>\nWho You Are:</b></p><ul><li>\nYou have a master\xe2\x80\x99s degree or higher in computer science, data science, statistics, informatics, or equivalent with 2+ years work experience training and scoring machine learning models.</li><li>\nYou have experience developing SEM bidding, learn to rank, and similar models involving regression and classification.</li><li>\nYou have strong programming (Python, R, etc.) and data preparation (SQL) skills.</li><li>\nYou have a passion for solving difficult issues in unique and creative ways.</li><li>\nYou can apply a wide variety of technical methods and models to effectively solve business problems.</li><li>\nYou have a history of producing outstanding results both professionally and personally by being forward-thinking, organized and committed.</li></ul><p></p><p><b>\nWhy join us:</b></p><p>\nExpedia Group recognizes our success is dependent on the success of our people. We are the world's travel platform, made up of the most knowledgeable, passionate, and creative people in our business. Our brands recognize the power of travel to break down barriers and make people's lives better \xe2\x80\x93 that responsibility inspires us to be the place where exceptional people want to do their best work, and to provide them to tools to do so.</p><p></p><p>\nWhether you're applying to work in engineering or customer support, marketing or lodging supply, at Expedia Group we act as one team, working towards a common goal; to bring the world within reach. We relentlessly strive for better, but not at the cost of the customer. We act with humility and optimism, respecting ideas big and small. We value diversity and voices of all volumes. We are a global organization but keep our feet on the ground so we can act fast and stay simple. Our teams also have the chance to give back on a local level and make a difference through our corporate social responsibility program, Expedia Cares.</p><p></p><p>\nIf you have a hunger to make a difference with one of the most loved consumer brands in the world and to work in the dynamic travel industry, this is the job for you.</p><p>\nOur family of travel brands includes: Brand Expedia\xc2\xae, Hotels.com\xc2\xae, Expedia\xc2\xae Partner Solutions, Egencia\xc2\xae, trivago\xc2\xae, HomeAway\xc2\xae, Orbitz\xc2\xae, Travelocity\xc2\xae, Wotif\xc2\xae, lastminute.com.au\xc2\xae, ebookers\xc2\xae, CheapTickets\xc2\xae, Hotwire\xc2\xae, Classic Vacations\xc2\xae, Expedia\xc2\xae Media Solutions, CarRentals.com\xe2\x84\xa2, Expedia Local Expert\xc2\xae, Expedia\xc2\xae CruiseShipCenters\xc2\xae, SilverRail Technologies, Inc., ALICE and Traveldoo\xc2\xae.</p><p></p><ul><li>LI-MS1</li></ul><p></p>\nExpedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. This employer participates in E-Verify. The employer will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization.</div>""",Data Scientist II,Data Scientist
"b'<div><p>Spotify is seeking a Data Scientist, Advanced Marketing Analytics to build advanced marketing analytics solutions. You\xe2\x80\x99ll play a key role in expanding Spotify\xe2\x80\x99s marketing measurement abilities. The role reports into the Marketing Analytics team lead and there will be significant cross-functional collaboration. In addition, you\xe2\x80\x99ll have the opportunity to leverage Spotify\xe2\x80\x99s world-class user data infrastructure and collaborate with a global community of 100+ data analysts.</p>\n<h2 class=""jobSectionHeader""><b>\nWhat You\xe2\x80\x99ll Do</b></h2>\n<ul><li>Lead strategic marketing experimentation initiatives; design test plans, obtain cross-functional alignment, execute robust analysis, and deliver actionable insights</li>\n<li>Apply marketing experimentation learnings to day-to-day campaign measurement and reporting; forecast impact and provide ongoing recommendations for optimization and efficiency</li>\n<li>Assess and develop new measurement solutions; largely focused on data modeling and in house solutions (i.e. Media Mix Modeling)</li>\n<li>Own marketing measurement best practices for the Marketing Analytics team, creating and updating training materials on an ongoing basis</li>\n<li>Collaborate with sister analytics teams at Spotify to leverage shared platforms, best practices, insights and innovations</li>\n</ul><h2 class=""jobSectionHeader""><b>Who You Are</b></h2>\n<ul><li>3-5 years of experience in marketing analytics or business intelligence (focused in analytics) with a proven track record of delivering performance results required</li>\n<li>Strong analytical skills, including data querying, predictive modeling, and experimental design required</li>\n<li>Strong understanding of traditional media (TV, out of home), digital media (search, display, social) and CRM (email, push notifications) required</li>\n<li>Demonstrated success in delivering impactful insights to executives required</li>\n<li>Strong SQL skills and advanced language expertise, like R or Python, required</li>\n<li>Strong presentation skills (e.g. PowerPoint) required</li></ul></div><div></div>'","Data Scientist, Advanced Marketing Analytics",Data Scientist
"b""<div><p><b>Position Overview</b></p><p>\nOur Oil and Gas division is currently in need of a Data Scientist to join our fast-growing team. The successful candidate will be involved in the design and development of next generation software products for upstream O&amp;G. The ideal candidate will have a deep knowledge of the subsurface reservoirs and be able to contribute to the codes/algorithms in a group of Data Scientists and software engineers.</p><p><b>\nJob Duties and Responsibilities</b></p><ul><li>\nCollaborate with the SMEs from the client side to understand the current workflows and help design autonomous solutions empowered by Beyond Limits\xe2\x80\x99 Artificial Intelligence IP stack</li><li>\nAct as an in-house reservoir engineering expert to ensure the accuracy of the O&amp;G knowledge/physics implemented in our agents</li><li>\nContribute to the solution design, usually in collaboration with data scientists</li><li>\nWork closely with software engineers to implement the solutions in a programming environment</li></ul><p>\n<b>Qualifications and Skills</b></p><ul><li>\nMinimum 2 years of experience in upstream O&amp;G as a reservoir engineer, data scientist or petrophysicist</li><li>\nMSc in petroleum engineering or a related major</li><li>\nAlgorithmic thinking</li><li>\nWorking knowledge of the upstream data</li><li>\nExperience with analytical simulation tools in the field</li><li>\nFamiliarity with reservoir simulation</li><li>\nMinimum 3 years of programming experience in Python, Java, Matlab , etc ..</li></ul><p><b>\nPreferred Qualifications</b></p><ul><li>\nPhD in petroleum engineering or a related major</li><li>\nDemonstrated experience with statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms</li><li>\nDemonstrated experience with machine learning fundamentals and analysis tools (e.g., Matlab, Mathematica, SciPy, NumPy, etc..)</li></ul><b>\nAbout Beyond Limits</b><br/>\n<br/>\nBeyond Limits is a pioneering Artificial Intelligence company with a technology legacy in Space Exploration. A spinoff of NASA's Jet Propulsion Lab and Caltech, Beyond Limits provides advanced intelligence solutions that go far beyond conventional AI. Our cognitive computing technology mimics human thought processes and provides autonomous reasoning to aid human-like decision-making.<br/>\n<br/>\nBeyond Limits provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Beyond Limits complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.<br/>\n<br/>\nBeyond Limits expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Beyond Limit\xe2\x80\x99s employees to perform their job duties may result in discipline up to and including discharge.</div>""",Data Scientist - Oil and Gas,Data Scientist
"b'<p></p><div><p><b>Functional Description:</b><br/>\nDesigns, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse \xe2\x80\x9cbig data\xe2\x80\x9d sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.</p><br/>\n<p></p><p><b>About Dexcom:\n</b></p><p>Founded in 1999, Dexcom, Inc. provides continuous glucose monitoring technology to help patients and their clinicians better manage diabetes. Since our inception, we have focused on better outcomes for patients, caregivers, and clinicians by delivering solutions for people with diabetes - while empowering our community to take control of diabetes<b>.</b></p><br/>\n<p></p><p><b>Responsibilities:</b></p>\n<ul><li>Use techniques from supervised and unsupervised machine learning, statistical analysis and predictive modeling to build knowledge of glucose behavior.</li>\n<li>Work directly with partners in Clinical Research and R&amp;D to execute advanced forms of analytics on diabetes-centric and other Dexcom data.</li>\n<li>Work with the academic and business community to develop new methods and to contribute to research in the area of advanced analytics on continuous glucose data.</li>\n<li>Generate new platform requirements for the Dexcom data engineering group to enhance the analytics capabilities of the platform.</li>\n<li>Assist in requirements definition, project scoping, timeline management, and results documentation to ensure professional relationship management.</li>\n<li>Develop data products in an interdisciplinary and collaborative environment.</li><br/>\n</ul><p></p><p><b>Required Qualifications:\n</b></p><ul><li>A proven passion for generating insights from data, with a strong familiarity with the higher-level trends in data growth, open-source platforms, and public data sets.</li>\n<li>Degree in an analytical or technical field (e.g. applied mathematics, physics, computer science, bioinformatics, physical chemistry, data science)</li>\n<li>Knowledge of high level programming languages such as Python, Java or C++ and source control tools such as github.</li>\n<li>Strong knowledge of statistical methods generally, and particularly in the areas of machine learning.</li>\n<li>Experience with open-source statistical languages and packages including python libraries pandas, numpy, scipy, sklearn and seaborn.</li>\n<li>Experience working with cloud databases and/or distributed computing platforms, and their query interfaces, such as SQL, Hive, Spark, Google Cloud BigQuery or Dataproc.</li>\n<li>Familiarity with visualization software and techniques (including Jupyter Notebook, Google Cloud Datalab).</li>\n<li>A strong business-orientation, able to select the appropriate complex quantitative methodologies in response to specific business goals</li>\n<li>A team player, capable of conducting independent research, who is excited by and motivated by hard technical challenges</li>\n<li>Results-driven, self-motivated, self-starter</li>\n<li>Excellent written and verbal communications skills, with a proven ability to translate complex methodologies and analytical results to higher-level business insights and key take-aways</li>\n<li>Ability to travel as-needed to meet with customers</li><br/>\n</ul><p></p><p><b>Preferred Qualifications:</b></p>\n<ul><li>Experience working hands-on with large-scale data sets in a cloud environment such as the Google Cloud Platform.</li>\n<li>Experience in high level programming languages, including Python, Java, or C++.</li>\n<li>Experience in Outcomes Based Research.</li>\n<li>Demonstrated ability to collaborate in a Clinical Research and Big Data team.</li>\n<li>Experience implementing algorithms for classification, regression, sampling, matrix decomposition and graph factorization in production software.</li>\n<li>Experience with machine learning libraries such as MLlib, PyTorch and TensorFlow.</li>\n<li>Advanced degree (Ph.D. or Masters) in an analytical or technical field (e.g. applied mathematics, physics, computer science, bioinformatics, physical chemistry, data science)</li>\n<li>List of published papers in graduate field of training or expertise.</li>\n</ul><p><br/>\n<b>Experience/Education:\n</b></p><ul><li>Typically requires a Bachelor\xe2\x80\x99s degree in a technical discipline, and a minimum of 2-5 years related experience or Master\xe2\x80\x99s degree and 0-2 years\xe2\x80\x99 equivalent experience.</li><br/>\n</ul><p></p><p><i>An Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.</i></p><br/>\n<p></p><p><i>If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Talent Acquisition at </i><i>talentacquisition@dexcom.com</i><i>.</i></p><br/>\n<p></p><p><i>To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Dexcom. Only authorized staffing and recruiting agencies may use this site or to submit profiles, applications or resumes on specific requisitions. Dexcom does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to the Talent Acquisition team, Dexcom employees or any other company location. Dexcom is not responsible for any fees related to unsolicited resumes/applications.</i></p></div>'",Data Scientist 2,Data Scientist
"b'<div><p><b>Position Summary:</b><b>\n</b></p><p>Under general direction, the Data Scientist leads activities related to the design, development, implementation, and support of mathematical models and machine learning products delivering on the strategic value of data.</p>\n<p><b>E</b><b>ssential Duties and Responsibilities:</b><b>\n</b></p><ul><li>Partners with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.</li>\n<li>Mines and analyzes data from company databases and outside sources to drive optimization and improvement of product development, marketing techniques and business strategies.</li>\n<li>Assesses the effectiveness and accuracy of new data sources and data gathering techniques.</li>\n<li>Develops custom data models and algorithms to apply to data sets. Automate those models.</li>\n<li>Uses predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.</li>\n<li>Develops company A/B testing framework and test model quality.</li>\n<li>Coordinates with different functional teams to implement models and monitor outcomes.</li>\n<li>Develops processes and tools to monitor and analyze model performance and data accuracy.</li>\n<li>Partners in the training and development of analytic, data, and statistical maturity throughout the enterprise.</li>\n</ul><p><b>Qualifications</b></p>\n<p><b>Education, License or Certification:</b></p>\n<ul><li> Bachelor\xe2\x80\x99s degree in Mathematics, Statistics, Computer Science, Science or equivalent experience. PhD preferred.</li></ul>\n<p><b>Experience:\n</b></p><ul><li> 3-5 years\xe2\x80\x99 experience delivering data and analytics products in an enterprise environment. Proficiency in SQL, databases, data integration,</li></ul>\nat least one programming language.</div>'",DATA SCIENTIST,Data Scientist
